254,47,E - PMP - Piestewa Summit Trail
300,47,E - Papago - Hole In The Rock
275,47,E - Camelback - Echo Canyon Trail
153,47,"South Mountain-Pima Dirt Rd. "
115,47,South Mountain-Mormon Trail
145,47,N - Lookout Mountain - 306 - North Side TH
417,51,E - Papago - Hole In The Rock
804,51,E - Camelback - Echo Canyon Trail
161,51,N - North Mountain - 44-Tower Road
838,51,E - PMP - Piestewa Summit Trail
504,51,N - Lookout Mountain - 306 - North Side TH
600,51,South Mountain-Mormon Trail
765,51,"South Mountain-Pima Dirt Rd. "
508,52,N - Lookout Mountain - 306 - North Side TH
927,52,E - PMP - Piestewa Summit Trail
641,52,E - Papago - Hole In The Rock
1068,52,E - Camelback - Echo Canyon Trail
557,52,South Mountain-Mormon Trail
823,52,"South Mountain-Pima Dirt Rd. "
480,53,N - Lookout Mountain - 306 - North Side TH
1194,53,E - PMP - Piestewa Summit Trail
455,53,South Mountain-Mormon Trail
635,53,N - North Mountain - 44-Tower Road
1067,53,E - Camelback - Echo Canyon Trail
627,53,E - Papago - Hole In The Rock
1023,53,"South Mountain-Pima Dirt Rd. "
381,54,N - North Mountain - 44-Tower Road
238,54,E - PMP - Piestewa Summit Trail
194,54,"South Mountain-Pima Dirt Rd. "
161,54,E - Camelback - Echo Canyon Trail
199,54,E - Papago - Hole In The Rock
83,54,South Mountain-Mormon Trail
89,54,N - Lookout Mountain - 306 - North Side TH
521,55,N - North Mountain - 44-Tower Road
998,55,E - PMP - Piestewa Summit Trail
405,55,N - Lookout Mountain - 306 - North Side TH
849,55,E - Camelback - Echo Canyon Trail
538,55,South Mountain-Mormon Trail
612,55,E - Papago - Hole In The Rock
884,55,"South Mountain-Pima Dirt Rd. "
883,56,E - PMP - Piestewa Summit Trail
709,56,"South Mountain-Pima Dirt Rd. "
709,56,E - Camelback - Echo Canyon Trail
701,56,E - Papago - Hole In The Rock
608,56,N - North Mountain - 44-Tower Road
351,56,South Mountain-Mormon Trail
360,56,N - Lookout Mountain - 306 - North Side TH
769,57,"South Mountain-Pima Dirt Rd. "
733,57,E - Papago - Hole In The Rock
916,57,E - Camelback - Echo Canyon Trail
954,57,E - PMP - Piestewa Summit Trail
441,57,South Mountain-Mormon Trail
418,57,N - Lookout Mountain - 306 - North Side TH
560,57,N - North Mountain - 44-Tower Road
436,58,South Mountain-Mormon Trail
1059,58,E - Camelback - Echo Canyon Trail
823,58,"South Mountain-Pima Dirt Rd. "
375,58,N - Lookout Mountain - 306 - North Side TH
734,58,N - North Mountain - 44-Tower Road
966,58,E - Papago - Hole In The Rock
1057,58,E - PMP - Piestewa Summit Trail
837,59,E - Papago - Hole In The Rock
844,59,"South Mountain-Pima Dirt Rd. "
450,59,South Mountain-Mormon Trail
994,59,E - Camelback - Echo Canyon Trail
1079,59,E - PMP - Piestewa Summit Trail
413,59,N - Lookout Mountain - 306 - North Side TH
605,59,N - North Mountain - 44-Tower Road
1354,60,E - Camelback - Echo Canyon Trail
1200,60,"South Mountain-Pima Dirt Rd. "
936,60,E - Papago - Hole In The Rock
600,60,N - Lookout Mountain - 306 - North Side TH
734,60,South Mountain-Mormon Trail
1668,60,E - PMP - Piestewa Summit Trail
750,60,N - North Mountain - 44-Tower Road
1122,61,E - Camelback - Echo Canyon Trail
893,61,"South Mountain-Pima Dirt Rd. "
421,61,N - Lookout Mountain - 306 - North Side TH
1195,61,E - PMP - Piestewa Summit Trail
449,61,South Mountain-Mormon Trail
968,61,E - Papago - Hole In The Rock
770,61,N - North Mountain - 44-Tower Road
387,62,South Mountain-Mormon Trail
628,62,E - Papago - Hole In The Rock
818,62,"South Mountain-Pima Dirt Rd. "
844,62,E - Camelback - Echo Canyon Trail
379,62,N - Lookout Mountain - 306 - North Side TH
1000,62,E - PMP - Piestewa Summit Trail
722,62,N - North Mountain - 44-Tower Road
926,63,E - Camelback - Echo Canyon Trail
682,63,N - North Mountain - 44-Tower Road
774,63,E - Papago - Hole In The Rock
922,63,"South Mountain-Pima Dirt Rd. "
438,63,N - Lookout Mountain - 306 - North Side TH
514,63,South Mountain-Mormon Trail
1108,63,E - PMP - Piestewa Summit Trail
981,64,E - Papago - Hole In The Rock
503,64,South Mountain-Mormon Trail
491,64,N - Lookout Mountain - 306 - North Side TH
1396,64,E - PMP - Piestewa Summit Trail
1014,64,E - Camelback - Echo Canyon Trail
781,64,N - North Mountain - 44-Tower Road
1056,64,"South Mountain-Pima Dirt Rd. "
761,65,N - North Mountain - 44-Tower Road
1247,65,E - PMP - Piestewa Summit Trail
498,65,N - Lookout Mountain - 306 - North Side TH
1002,65,E - Papago - Hole In The Rock
1045,65,"South Mountain-Pima Dirt Rd. "
511,65,South Mountain-Mormon Trail
1053,65,E - Camelback - Echo Canyon Trail
1182,66,E - PMP - Piestewa Summit Trail
763,66,N - North Mountain - 44-Tower Road
972,66,"South Mountain-Pima Dirt Rd. "
958,66,E - Papago - Hole In The Rock
1073,66,E - Camelback - Echo Canyon Trail
436,66,N - Lookout Mountain - 306 - North Side TH
458,66,South Mountain-Mormon Trail
1109,67,E - PMP - Piestewa Summit Trail
827,67,N - North Mountain - 44-Tower Road
441,67,N - Lookout Mountain - 306 - North Side TH
894,67,"South Mountain-Pima Dirt Rd. "
915,67,E - Camelback - Echo Canyon Trail
457,67,South Mountain-Mormon Trail
669,67,E - Papago - Hole In The Rock
837,68,N - North Mountain - 44-Tower Road
1024,68,"South Mountain-Pima Dirt Rd. "
1308,68,E - PMP - Piestewa Summit Trail
526,68,South Mountain-Mormon Trail
797,68,E - Papago - Hole In The Rock
1092,68,E - Camelback - Echo Canyon Trail
470,68,N - Lookout Mountain - 306 - North Side TH
916,69,"South Mountain-Pima Dirt Rd. "
1074,69,E - PMP - Piestewa Summit Trail
739,69,E - Papago - Hole In The Rock
720,69,N - North Mountain - 44-Tower Road
882,69,E - Camelback - Echo Canyon Trail
418,69,N - Lookout Mountain - 306 - North Side TH
430,69,South Mountain-Mormon Trail
1045,70,"South Mountain-Pima Dirt Rd. "
1298,70,E - PMP - Piestewa Summit Trail
868,70,N - North Mountain - 44-Tower Road
837,70,E - Papago - Hole In The Rock
489,70,N - Lookout Mountain - 306 - North Side TH
490,70,South Mountain-Mormon Trail
990,70,E - Camelback - Echo Canyon Trail
555,71,South Mountain-Mormon Trail
1128,71,"South Mountain-Pima Dirt Rd. "
1112,71,E - Camelback - Echo Canyon Trail
1025,71,E - Papago - Hole In The Rock
955,71,N - North Mountain - 44-Tower Road
1377,71,E - PMP - Piestewa Summit Trail
528,71,N - Lookout Mountain - 306 - North Side TH
1125,72,E - Camelback - Echo Canyon Trail
1078,72,"South Mountain-Pima Dirt Rd. "
991,72,E - Papago - Hole In The Rock
534,72,South Mountain-Mormon Trail
497,72,N - Lookout Mountain - 306 - North Side TH
1331,72,E - PMP - Piestewa Summit Trail
913,72,N - North Mountain - 44-Tower Road
1156,73,"South Mountain-Pima Dirt Rd. "
541,73,N - Lookout Mountain - 306 - North Side TH
604,73,South Mountain-Mormon Trail
1005,73,E - Camelback - Echo Canyon Trail
815,73,E - Papago - Hole In The Rock
1291,73,E - PMP - Piestewa Summit Trail
899,73,N - North Mountain - 44-Tower Road
1235,74,"South Mountain-Pima Dirt Rd. "
1026,74,E - Papago - Hole In The Rock
661,74,South Mountain-Mormon Trail
1161,74,E - Camelback - Echo Canyon Trail
1028,74,N - North Mountain - 44-Tower Road
615,74,N - Lookout Mountain - 306 - North Side TH
1466,74,E - PMP - Piestewa Summit Trail
916,75,N - North Mountain - 44-Tower Road
1038,75,E - Camelback - Echo Canyon Trail
529,75,N - Lookout Mountain - 306 - North Side TH
989,75,E - Papago - Hole In The Rock
465,75,South Mountain-Mormon Trail
1317,75,E - PMP - Piestewa Summit Trail
989,75,"South Mountain-Pima Dirt Rd. "
729,76,E - Papago - Hole In The Rock
846,76,N - North Mountain - 44-Tower Road
1245,76,E - PMP - Piestewa Summit Trail
510,76,South Mountain-Mormon Trail
944,76,E - Camelback - Echo Canyon Trail
497,76,N - Lookout Mountain - 306 - North Side TH
1089,76,"South Mountain-Pima Dirt Rd. "
931,77,E - Papago - Hole In The Rock
1008,77,N - North Mountain - 44-Tower Road
610,77,N - Lookout Mountain - 306 - North Side TH
1313,77,E - PMP - Piestewa Summit Trail
937,77,E - Camelback - Echo Canyon Trail
1130,77,"South Mountain-Pima Dirt Rd. "
474,77,South Mountain-Mormon Trail
930,78,E - Papago - Hole In The Rock
964,78,N - North Mountain - 44-Tower Road
1450,78,E - PMP - Piestewa Summit Trail
580,78,N - Lookout Mountain - 306 - North Side TH
997,78,E - Camelback - Echo Canyon Trail
1141,78,"South Mountain-Pima Dirt Rd. "
558,78,South Mountain-Mormon Trail
1347,79,E - PMP - Piestewa Summit Trail
960,79,N - North Mountain - 44-Tower Road
1033,79,E - Camelback - Echo Canyon Trail
933,79,E - Papago - Hole In The Rock
1074,79,"South Mountain-Pima Dirt Rd. "
473,79,South Mountain-Mormon Trail
538,79,N - Lookout Mountain - 306 - North Side TH
1209,80,E - PMP - Piestewa Summit Trail
409,80,South Mountain-Mormon Trail
969,80,N - North Mountain - 44-Tower Road
921,80,"South Mountain-Pima Dirt Rd. "
1034,80,E - Camelback - Echo Canyon Trail
906,80,E - Papago - Hole In The Rock
521,80,N - Lookout Mountain - 306 - North Side TH
1203,81,E - PMP - Piestewa Summit Trail
790,81,N - North Mountain - 44-Tower Road
786,81,"South Mountain-Pima Dirt Rd. "
338,81,South Mountain-Mormon Trail
762,81,E - Papago - Hole In The Rock
959,81,E - Camelback - Echo Canyon Trail
522,81,N - Lookout Mountain - 306 - North Side TH
1234,82,E - PMP - Piestewa Summit Trail
920,82,"South Mountain-Pima Dirt Rd. "
419,82,South Mountain-Mormon Trail
456,82,N - Lookout Mountain - 306 - North Side TH
882,82,N - North Mountain - 44-Tower Road
908,82,E - Papago - Hole In The Rock
1025,82,E - Camelback - Echo Canyon Trail
830,83,"South Mountain-Pima Dirt Rd. "
1125,83,E - PMP - Piestewa Summit Trail
494,83,N - Lookout Mountain - 306 - North Side TH
355,83,South Mountain-Mormon Trail
805,83,E - Camelback - Echo Canyon Trail
988,83,N - North Mountain - 44-Tower Road
686,83,E - Papago - Hole In The Rock
1174,84,E - PMP - Piestewa Summit Trail
825,84,"South Mountain-Pima Dirt Rd. "
341,84,South Mountain-Mormon Trail
931,84,E - Camelback - Echo Canyon Trail
715,84,E - Papago - Hole In The Rock
464,84,N - Lookout Mountain - 306 - North Side TH
898,84,N - North Mountain - 44-Tower Road
378,85,South Mountain-Mormon Trail
503,85,N - Lookout Mountain - 306 - North Side TH
720,85,E - Papago - Hole In The Rock
1298,85,E - PMP - Piestewa Summit Trail
897,85,N - North Mountain - 44-Tower Road
901,85,"South Mountain-Pima Dirt Rd. "
988,85,E - Camelback - Echo Canyon Trail
379,86,South Mountain-Mormon Trail
1020,86,E - Camelback - Echo Canyon Trail
890,86,"South Mountain-Pima Dirt Rd. "
492,86,N - Lookout Mountain - 306 - North Side TH
895,86,E - Papago - Hole In The Rock
1282,86,E - PMP - Piestewa Summit Trail
981,86,N - North Mountain - 44-Tower Road
853,87,"South Mountain-Pima Dirt Rd. "
467,87,N - Lookout Mountain - 306 - North Side TH
959,87,E - Camelback - Echo Canyon Trail
956,87,N - North Mountain - 44-Tower Road
1205,87,E - PMP - Piestewa Summit Trail
669,87,E - Papago - Hole In The Rock
337,87,South Mountain-Mormon Trail
904,88,E - Camelback - Echo Canyon Trail
746,88,E - Papago - Hole In The Rock
396,88,N - Lookout Mountain - 306 - North Side TH
782,88,N - North Mountain - 44-Tower Road
256,88,South Mountain-Mormon Trail
1094,88,E - PMP - Piestewa Summit Trail
738,88,"South Mountain-Pima Dirt Rd. "
297,89,South Mountain-Mormon Trail
908,89,E - Camelback - Echo Canyon Trail
778,89,E - Papago - Hole In The Rock
852,89,N - North Mountain - 44-Tower Road
737,89,"South Mountain-Pima Dirt Rd. "
401,89,N - Lookout Mountain - 306 - North Side TH
1120,89,E - PMP - Piestewa Summit Trail
827,90,E - Papago - Hole In The Rock
774,90,N - North Mountain - 44-Tower Road
359,90,N - Lookout Mountain - 306 - North Side TH
1089,90,E - PMP - Piestewa Summit Trail
756,90,"South Mountain-Pima Dirt Rd. "
239,90,South Mountain-Mormon Trail
842,90,E - Camelback - Echo Canyon Trail
1063,91,E - PMP - Piestewa Summit Trail
397,91,N - Lookout Mountain - 306 - North Side TH
720,91,E - Camelback - Echo Canyon Trail
695,91,E - Papago - Hole In The Rock
679,91,"South Mountain-Pima Dirt Rd. "
223,91,South Mountain-Mormon Trail
993,91,N - North Mountain - 44-Tower Road
865,92,N - North Mountain - 44-Tower Road
1101,92,E - PMP - Piestewa Summit Trail
861,92,E - Papago - Hole In The Rock
939,92,E - Camelback - Echo Canyon Trail
688,92,"South Mountain-Pima Dirt Rd. "
371,92,N - Lookout Mountain - 306 - North Side TH
245,92,South Mountain-Mormon Trail
1093,93,E - PMP - Piestewa Summit Trail
817,93,E - Camelback - Echo Canyon Trail
677,93,"South Mountain-Pima Dirt Rd. "
234,93,South Mountain-Mormon Trail
829,93,E - Papago - Hole In The Rock
828,93,N - North Mountain - 44-Tower Road
337,93,N - Lookout Mountain - 306 - North Side TH
1075,94,E - PMP - Piestewa Summit Trail
678,94,"South Mountain-Pima Dirt Rd. "
883,94,E - Papago - Hole In The Rock
344,94,N - Lookout Mountain - 306 - North Side TH
838,94,E - Camelback - Echo Canyon Trail
846,94,N - North Mountain - 44-Tower Road
227,94,South Mountain-Mormon Trail
583,95,"South Mountain-Pima Dirt Rd. "
822,95,E - Papago - Hole In The Rock
1044,95,E - PMP - Piestewa Summit Trail
205,95,South Mountain-Mormon Trail
310,95,N - Lookout Mountain - 306 - North Side TH
750,95,E - Camelback - Echo Canyon Trail
754,95,N - North Mountain - 44-Tower Road
228,96,South Mountain-Mormon Trail
652,96,"South Mountain-Pima Dirt Rd. "
826,96,E - Camelback - Echo Canyon Trail
1078,96,E - PMP - Piestewa Summit Trail
360,96,N - Lookout Mountain - 306 - North Side TH
710,96,E - Papago - Hole In The Rock
839,96,N - North Mountain - 44-Tower Road
697,97,E - Camelback - Echo Canyon Trail
627,97,"South Mountain-Pima Dirt Rd. "
222,97,South Mountain-Mormon Trail
852,97,N - North Mountain - 44-Tower Road
340,97,N - Lookout Mountain - 306 - North Side TH
1038,97,E - PMP - Piestewa Summit Trail
750,97,E - Papago - Hole In The Rock
289,98,N - Lookout Mountain - 306 - North Side TH
505,98,E - Camelback - Echo Canyon Trail
480,98,"South Mountain-Pima Dirt Rd. "
152,98,South Mountain-Mormon Trail
472,98,E - Papago - Hole In The Rock
607,98,N - North Mountain - 44-Tower Road
882,98,E - PMP - Piestewa Summit Trail
181,99,South Mountain-Mormon Trail
540,99,E - Papago - Hole In The Rock
496,99,"South Mountain-Pima Dirt Rd. "
307,99,N - Lookout Mountain - 306 - North Side TH
781,99,N - North Mountain - 44-Tower Road
903,99,E - PMP - Piestewa Summit Trail
617,99,E - Camelback - Echo Canyon Trail
597,100,E - Camelback - Echo Canyon Trail
476,100,"South Mountain-Pima Dirt Rd. "
142,100,South Mountain-Mormon Trail
263,100,N - Lookout Mountain - 306 - North Side TH
526,100,E - Papago - Hole In The Rock
873,100,E - PMP - Piestewa Summit Trail
745,100,N - North Mountain - 44-Tower Road
512,101,E - Papago - Hole In The Rock
550,101,E - Camelback - Echo Canyon Trail
752,101,N - North Mountain - 44-Tower Road
871,101,E - PMP - Piestewa Summit Trail
447,101,"South Mountain-Pima Dirt Rd. "
262,101,N - Lookout Mountain - 306 - North Side TH
154,101,South Mountain-Mormon Trail
509,102,E - Papago - Hole In The Rock
731,102,N - North Mountain - 44-Tower Road
539,102,E - Camelback - Echo Canyon Trail
268,102,N - Lookout Mountain - 306 - North Side TH
151,102,South Mountain-Mormon Trail
874,102,E - PMP - Piestewa Summit Trail
480,102,"South Mountain-Pima Dirt Rd. "
414,103,E - Papago - Hole In The Rock
765,103,N - North Mountain - 44-Tower Road
435,103,E - Camelback - Echo Canyon Trail
133,103,South Mountain-Mormon Trail
434,103,"South Mountain-Pima Dirt Rd. "
255,103,N - Lookout Mountain - 306 - North Side TH
849,103,E - PMP - Piestewa Summit Trail
434,104,E - Papago - Hole In The Rock
829,104,E - PMP - Piestewa Summit Trail
711,104,N - North Mountain - 44-Tower Road
128,104,South Mountain-Mormon Trail
241,104,N - Lookout Mountain - 306 - North Side TH
428,104,E - Camelback - Echo Canyon Trail
396,104,"South Mountain-Pima Dirt Rd. "
746,105,E - PMP - Piestewa Summit Trail
398,105,E - Camelback - Echo Canyon Trail
383,105,"South Mountain-Pima Dirt Rd. "
465,105,E - Papago - Hole In The Rock
652,105,N - North Mountain - 44-Tower Road
114,105,South Mountain-Mormon Trail
223,105,N - Lookout Mountain - 306 - North Side TH
765,106,E - PMP - Piestewa Summit Trail
387,106,"South Mountain-Pima Dirt Rd. "
130,106,South Mountain-Mormon Trail
717,106,N - North Mountain - 44-Tower Road
387,106,E - Camelback - Echo Canyon Trail
400,106,E - Papago - Hole In The Rock
237,106,N - Lookout Mountain - 306 - North Side TH
688,107,E - PMP - Piestewa Summit Trail
350,107,"South Mountain-Pima Dirt Rd. "
391,107,E - Papago - Hole In The Rock
220,107,N - Lookout Mountain - 306 - North Side TH
103,107,South Mountain-Mormon Trail
335,107,E - Camelback - Echo Canyon Trail
620,107,N - North Mountain - 44-Tower Road
301,108,"South Mountain-Pima Dirt Rd. "
297,108,E - Camelback - Echo Canyon Trail
416,108,E - Papago - Hole In The Rock
467,108,N - North Mountain - 44-Tower Road
614,108,E - PMP - Piestewa Summit Trail
180,108,N - Lookout Mountain - 306 - North Side TH
86,108,South Mountain-Mormon Trail
248,109,E - Camelback - Echo Canyon Trail
305,109,"South Mountain-Pima Dirt Rd. "
101,109,South Mountain-Mormon Trail
646,109,N - North Mountain - 44-Tower Road
367,109,E - Papago - Hole In The Rock
681,109,E - PMP - Piestewa Summit Trail
203,109,N - Lookout Mountain - 306 - North Side TH
295,110,E - Papago - Hole In The Rock
242,110,E - Camelback - Echo Canyon Trail
309,110,"South Mountain-Pima Dirt Rd. "
673,110,E - PMP - Piestewa Summit Trail
695,110,N - North Mountain - 44-Tower Road
113,110,South Mountain-Mormon Trail
212,110,N - Lookout Mountain - 306 - North Side TH
285,111,E - Papago - Hole In The Rock
113,111,South Mountain-Mormon Trail
214,111,N - Lookout Mountain - 306 - North Side TH
198,111,E - Camelback - Echo Canyon Trail
269,111,"South Mountain-Pima Dirt Rd. "
689,111,E - PMP - Piestewa Summit Trail
729,111,N - North Mountain - 44-Tower Road
87,112,South Mountain-Mormon Trail
206,112,N - Lookout Mountain - 306 - North Side TH
269,112,"South Mountain-Pima Dirt Rd. "
319,112,E - Papago - Hole In The Rock
209,112,E - Camelback - Echo Canyon Trail
659,112,E - PMP - Piestewa Summit Trail
546,112,N - North Mountain - 44-Tower Road
81,113,South Mountain-Mormon Trail
296,113,E - Camelback - Echo Canyon Trail
441,113,E - Papago - Hole In The Rock
488,113,N - North Mountain - 44-Tower Road
180,113,N - Lookout Mountain - 306 - North Side TH
670,113,E - PMP - Piestewa Summit Trail
292,113,"South Mountain-Pima Dirt Rd. "
270,114,E - Papago - Hole In The Rock
206,114,E - Camelback - Echo Canyon Trail
641,114,E - PMP - Piestewa Summit Trail
94,114,South Mountain-Mormon Trail
568,114,N - North Mountain - 44-Tower Road
176,114,N - Lookout Mountain - 306 - North Side TH
230,114,"South Mountain-Pima Dirt Rd. "
286,115,E - Papago - Hole In The Rock
715,115,N - North Mountain - 44-Tower Road
112,115,South Mountain-Mormon Trail
237,115,E - Camelback - Echo Canyon Trail
270,115,"South Mountain-Pima Dirt Rd. "
711,115,E - PMP - Piestewa Summit Trail
210,115,N - Lookout Mountain - 306 - North Side TH
357,116,E - Camelback - Echo Canyon Trail
512,116,N - North Mountain - 44-Tower Road
371,116,E - Papago - Hole In The Rock
740,116,E - PMP - Piestewa Summit Trail
187,116,N - Lookout Mountain - 306 - North Side TH
96,116,South Mountain-Mormon Trail
297,116,"South Mountain-Pima Dirt Rd. "
523,117,N - North Mountain - 44-Tower Road
667,117,E - PMP - Piestewa Summit Trail
260,117,"South Mountain-Pima Dirt Rd. "
324,117,E - Camelback - Echo Canyon Trail
290,117,E - Papago - Hole In The Rock
89,117,South Mountain-Mormon Trail
170,117,N - Lookout Mountain - 306 - North Side TH
105,118,South Mountain-Mormon Trail
319,118,E - Papago - Hole In The Rock
695,118,E - PMP - Piestewa Summit Trail
623,118,N - North Mountain - 44-Tower Road
288,118,E - Camelback - Echo Canyon Trail
219,118,"South Mountain-Pima Dirt Rd. "
157,118,N - Lookout Mountain - 306 - North Side TH
